CUENTA_CREDITO|SITUACION_CREDITO|SALDO_PRINCIPAL|INTERES_DEVENGADO|INTERESES_COBRADOS|COMISIONES_COBRADAS|SALDO_PROMEDIO|RESERVAS_CALIF|RESERVAS_ADIC|PORC_RESERVAS_417|MONEDA|FECHA_INFO
|1|500701.72|533486.90|529051.33|0.00|16690.06||||0|2026-01-31
|1|821735.66|1300813.01|1255219.67|0.00|27391.19||||0|2026-01-31
|1|1301664.74|1323586.30|1239970.91|0.00|41989.19||||0|2026-01-31
|1|2012743.85|3123317.95|3098354.70|0.00|64927.22||||0|2026-01-31
|1|2739771.41|799756.82|758865.85|0.00|91325.71||||0|2026-01-31
|3|568650.45|659382.05|649703.29|0.00|18343.56||||0|2026-01-31
|1|149134.48|2233567.89|2101095.01|0.00|4971.15||||0|2026-01-31
|1|358667.23|1196268.06|1191106.90|0.00|11569.91||||0|2026-01-31
|1|657832.34|712211.77|701722.74|0.00|21220.40||||0|2026-01-31
|1|817501.05|551935.50|542493.05|0.00|27250.04||||0|2026-01-31
|2|1400806.38|4106334.43|3781248.06|0.00|45187.30||||0|2026-01-31
|1|316135.59|603722.39|580458.55|0.00|10537.85||||0|2026-01-31
|1|719411.75|1079658.32|1007714.88|0.00|23206.83||||0|2026-01-31
|1|7812000.00|219438.92|189426.41|0.00|252000.00||||0|2026-01-31
|1|777076.47|830912.01|819730.63|0.00|25066.98||||0|2026-01-31
|3|151631.33|81639.32|72591.41|0.00|5054.38||||0|2026-01-31
|3|12926661.16|5178069.94|4842055.27|0.00|430888.71||||0|2026-01-31
|2|367395.29|365564.48|354767.81|0.00|11851.46||||0|2026-01-31
|1|49515493.34|4853109.82|4656779.00|0.00|1597273.98||||0|2026-01-31
|1|142612.14|92588.93|90305.09|0.00|4753.74||||0|2026-01-31
|1|989923.56|1256799.74|1246616.12|0.00|32997.45||||0|2026-01-31
|1|2643597.16|2120008.88|2079363.62|804.48|88119.91||||0|2026-01-31
|1|553556.68|293464.39|289202.25|0.00|17856.67||||0|2026-01-31
|1|1317873.18|1735808.75|1719920.83|0.00|42512.04||||0|2026-01-31
|1|3324877.44|376747.78|327897.36|0.00|110829.25||||0|2026-01-31
|0|31086.25|39533.69|39160.01|0.00|1036.21||||0|2026-01-31
|1|54938885.67|2012205.92|1811209.85|0.00|1772222.12||||0|2026-01-31
|1|2026732.90|504659.78|474882.04|0.00|67557.76||||0|2026-01-31
|1|357902.14|296879.49|291913.48|0.00|11930.07||||0|2026-01-31
|2|2111005.83|1677221.06|1580909.82|1596.18|70366.86||||0|2026-01-31
|1|534237.74|489483.20|481796.53|0.00|17233.48||||0|2026-01-31
|2|1437381.73|1628986.92|1595402.66|0.00|46367.15||||0|2026-01-31
|1|6037671.84|6164129.56|6080357.04|0.00|201255.73||||0|2026-01-31
|1|505934.77|415472.32|407958.85|0.00|16864.49||||0|2026-01-31
|1|3748722.04|3415277.54|3361337.25|0.00|120926.52||||0|2026-01-31
|1|607205.16|656680.30|649926.24|0.00|19587.26||||0|2026-01-31
|1|978820.48|580113.41|569175.06|0.00|32627.35||||0|2026-01-31
|1|1539955.76|1390521.73|1372675.44|0.00|49675.99||||0|2026-01-31
|1|8429052.92|1039304.29|1008208.62|0.00|271904.93||||0|2026-01-31
|1|1323700.00|1194347.85|1169806.64|0.00|44123.33||||0|2026-01-31
|1|3429626.80|183953.00|164841.47|0.00|114320.89||||0|2026-01-31
|1|1449465.84|928755.58|910927.54|0.00|48315.53||||0|2026-01-31
|1|711775.16|1425822.97|1425822.97|0.00|22960.49||||0|2026-01-31
|0|0.00|11536954.63|11536954.64|0.00|0.00||||0|2026-01-31
|1|710140.76|1016744.95|917090.16|0.00|22907.77||||0|2026-01-31
|1|572101.99|791394.56|742610.96|0.00|19070.07||||0|2026-01-31
|1|767707.61|993294.15|942904.87|0.00|24764.76||||0|2026-01-31
|1|5235151.04|5448098.36|5357792.07|804.48|174505.03||||0|2026-01-31
|1|9300000.00|216108.89|86443.50|0.00|310000.00||||0|2026-01-31
|1|612392.61|863786.35|806782.68|0.00|20413.09||||0|2026-01-31
|1|411704.57|737573.53|712364.87|0.00|13723.49||||0|2026-01-31
|1|15217612.04|11946503.43|11723946.12|0.00|507253.73||||0|2026-01-31
|2|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|1050636.35|729616.87|714802.43|0.00|35021.21||||0|2026-01-31
|1|503605.82|933296.14|927210.52|0.00|16786.86||||0|2026-01-31
|1|2288926.91|765035.18|730872.80|0.00|76297.56||||0|2026-01-31
|1|136784.00|182603.65|181238.50|0.00|4559.47||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|728270.88|1165924.96|1072004.69|0.00|23492.61||||0|2026-01-31
|3|22234240.14|7077298.64|7077298.64|0.00|717233.55||||0|2026-01-31
|2|1061841.71|746357.71|746357.71|0.00|35394.72||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|134962.07|89458.28|87686.88|0.00|4498.74||||0|2026-01-31
|1|893620.46|1077565.93|1058799.84|0.00|29787.35||||0|2026-01-31
|1|269206.25|933048.35|887095.05|0.00|8973.54||||0|2026-01-31
|1|269197.14|260386.41|256651.32|0.00|8973.24||||0|2026-01-31
|3|1382503.55|67781.51|67781.51|0.00|46083.45||||0|2026-01-31
|2|280893.89|634684.44|631299.65|0.00|9363.13||||0|2026-01-31
|1|138868.44|95907.60|93887.60|0.00|4628.95||||0|2026-01-31
|1|0.00|42302.75|42287.11|0.00|0.00||||0|2026-01-31
|1|21248855.76|1599519.98|0.00|0.00|685446.96||||0|2026-01-31
|1|1088948.54|76923.97|65490.30|0.00|36298.28||||0|2026-01-31
|1|300685.13|493524.60|461977.03|0.00|9699.52||||0|2026-01-31
|2|784824.48|578918.34|543437.46|800.19|26160.82||||0|2026-01-31
|1|3692691.90|494520.98|431098.82|0.00|123089.73||||0|2026-01-31
|2|2096857.46|2013342.64|1920559.60|921.37|69895.25||||0|2026-01-31
|1|2198257.08|1427764.29|1402140.58|0.00|73275.24||||0|2026-01-31
|1|932449.23|514807.63|496917.75|0.00|31081.64||||0|2026-01-31
|1|1797563.30|1405831.16|1377317.01|0.00|59918.78||||0|2026-01-31
|1|147644.84|88124.43|86076.04|0.00|4921.49||||0|2026-01-31
|1|365259.20|376747.97|371633.66|0.00|11782.55||||0|2026-01-31
|1|898029.59|3164192.23|3155125.22|804.32|29934.32||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|130933.26|88317.84|86549.91|0.00|4364.44||||0|2026-01-31
|1|7104767.98|1079931.61|1051148.94|0.00|229186.06||||0|2026-01-31
|1|1500000.00|145500.00|0.00|0.00|50000.00||||0|2026-01-31
|1|982092.13|724320.54|712557.16|0.00|31680.39||||0|2026-01-31
|1|2222694.95|2144311.05|2114057.52|0.00|71699.84||||0|2026-01-31
|1|49427918.41|3944176.79|3749275.58|0.00|1594448.98||||0|2026-01-31
|1|1109186.57|1392043.48|1380397.38|0.00|35780.21||||0|2026-01-31
|1|464010.46|725709.55|719754.95|0.00|14968.08||||0|2026-01-31
|1|450000.00|387515.25|377977.50|0.00|15000.00||||0|2026-01-31
|1|1656422.60|1513782.18|1495359.03|0.00|53432.99||||0|2026-01-31
|1|137870.94|92490.40|90577.40|0.00|4595.70||||0|2026-01-31
|1|2101267.34|1230858.77|1196581.75|0.00|70042.24||||0|2026-01-31
|1|3991687.14|172983.30|111611.11|0.00|133056.24||||0|2026-01-31
|1|4050000.00|339829.04|0.00|0.00|130645.16||||0|2026-01-31
|1|2487777.09|4434214.85|4405867.76|0.00|80250.87||||0|2026-01-31
|2|122262.64|508826.44|505414.86|0.00|4075.42||||0|2026-01-31
|1|27692037.50|8347276.80|8239322.28|0.00|893291.53||||0|2026-01-31
|1|864194.11|1296140.99|1286322.99|0.00|28806.47||||0|2026-01-31
|0|9117.62|7894.71|7785.61|0.00|303.92||||0|2026-01-31
|1|889259.56|263245.80|249973.66|0.00|29641.99||||0|2026-01-31
|1|496647.83|622491.56|617290.51|0.00|16554.93||||0|2026-01-31
|1|439561.04|710123.40|704811.68|0.00|14652.03||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|1654121.76|1656777.25|1636835.74|0.00|53358.77||||0|2026-01-31
|1|429107.97|878761.25|873251.63|0.00|14303.60||||0|2026-01-31
|0|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|10244500.00|10187.58|0.00|0.00|341483.33||||0|2026-01-31
|1|426876.87|403463.99|396420.22|0.00|14229.23||||0|2026-01-31
|1|2257191.85|2788601.74|2768618.64|0.00|75239.73||||0|2026-01-31
|1|5004836.48|3007378.47|2939813.16|0.00|166827.88||||0|2026-01-31
|3|318690.80|497362.28|497362.28|0.00|10280.35||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|596178.98|527815.85|519701.08|804.48|19231.58||||0|2026-01-31
|2|1689199.29|0.00|0.00|0.00|56306.64||||0|2026-01-31
|1|1672561.92|246346.85|221383.80|0.00|55752.06||||0|2026-01-31
|1|22774038.07|797183.59|712955.99|0.00|734646.39||||0|2026-01-31
|1|5557299.36|5024016.51|5002377.71|0.00|179267.72||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|418842.42|645368.81|641657.72|0.00|13961.41||||0|2026-01-31
|1|27376150.20|9424649.04|9340382.69|0.00|883101.62||||0|2026-01-31
|1|674378.92|937445.40|930296.23|0.00|22479.30||||0|2026-01-31
|3|3857034.89|59899.09|59899.09|0.00|128567.83||||0|2026-01-31
|1|1153631.41|26086.85|21760.75|0.00|38454.38||||0|2026-01-31
|1|70681.53|74268.15|73313.79|0.00|2356.05||||0|2026-01-31
|0|687315.00|9469.57|1221.89|0.00|22910.50||||0|2026-01-31
|1|322981.29|309625.46|306032.86|0.00|10418.75||||0|2026-01-31
|2|2859810.96|3342810.54|3038621.96|0.00|92251.97||||0|2026-01-31
|1|170060.04|118086.20|114916.32|0.00|5668.67||||0|2026-01-31
|1|1761233.02|3508802.23|3500233.04|0.00|56813.97||||0|2026-01-31
|1|1254392.86|840645.10|820323.78|0.00|41813.10||||0|2026-01-31
|1|25432163.49|2315777.21|2218908.43|0.00|820392.37||||0|2026-01-31
|1|464034.12|413518.30|407021.49|0.00|14968.84||||0|2026-01-31
|1|2075507.12|1348304.59|1321219.52|0.00|69183.57||||0|2026-01-31
|1|5183621.70|4394074.74|4373866.92|0.00|167213.60||||0|2026-01-31
|1|933858.20|677020.16|664062.83|0.00|31128.61||||0|2026-01-31
|1|431525.83|295292.77|290470.97|0.00|14384.19||||0|2026-01-31
|1|525084.31|386014.81|377527.98|0.00|17502.81||||0|2026-01-31
|1|468149.01|466540.81|436690.00|0.00|15101.58||||0|2026-01-31
|1|2654842.58|1553189.33|1527791.43|0.00|85640.08||||0|2026-01-31
|1|80616.06|235451.86|234255.07|0.00|2687.20||||0|2026-01-31
|1|0.00|861814.88|861814.93|0.00|0.00||||0|2026-01-31
|1|692972.58|569178.04|559822.73|0.00|23099.09||||0|2026-01-31
|1|476702.96|717167.39|712866.23|0.00|15890.10||||0|2026-01-31
|1|327646.65|281491.16|276945.36|0.00|10921.56||||0|2026-01-31
|0|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|2492814.94|1871875.60|1795025.37|0.00|83093.83||||0|2026-01-31
|1|242549.94|552634.98|549969.36|0.00|7824.19||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|469773.84|348141.39|341270.41|0.00|15659.13||||0|2026-01-31
|1|14301040.00|229083.48|24705.84|0.00|461323.87||||0|2026-01-31
|3|476659.69|242404.23|242404.23|0.00|15376.12||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|45042275.47|12729651.99|12554059.29|0.00|1452976.63||||0|2026-01-31
|1|408824.31|638370.05|634125.25|0.00|13627.48||||0|2026-01-31
|1|333292.69|486779.01|483210.78|0.00|11109.76||||0|2026-01-31
|1|798666.67|1097736.97|1049835.02|0.00|26622.22||||0|2026-01-31
|0|566782.31|44052.94|37251.49|0.00|18892.74||||0|2026-01-31
|0|0.00|1354712.47|1326119.87|0.00|0.00||||0|2026-01-31
|1|19884166.68|7364092.86|7288346.00|0.00|641424.73||||0|2026-01-31
|1|721299.65|556028.57|548006.11|0.00|23267.73||||0|2026-01-31
|1|1248109.19|1261228.01|1243269.01|0.00|40261.59||||0|2026-01-31
|1|1381898.31|991016.91|962031.96|804.48|46063.28||||0|2026-01-31
|1|2090915.96|1455353.27|1423205.05|0.00|69697.20||||0|2026-01-31
|1|2642394.40|1602548.90|1568065.18|0.00|88079.81||||0|2026-01-31
|1|899767.09|0.00|0.00|0.00|29992.24||||0|2026-01-31
|1|767304.77|773503.30|763059.16|0.00|24751.77||||0|2026-01-31
|3|4335207.62|143650.84|143650.84|0.00|144506.92||||0|2026-01-31
|2|1452172.31|888568.62|827554.23|0.00|48405.74||||0|2026-01-31
|1|1057969.04|1529284.04|1424631.92|0.00|34128.03||||0|2026-01-31
|3|9896266.78|189367.22|189367.22|0.00|329875.56||||0|2026-01-31
|1|730658.92|997585.91|989157.54|0.00|24355.30||||0|2026-01-31
|0|67504.23|16901.46|16091.68|0.00|2250.14||||0|2026-01-31
|1|12269400.00|385586.68|340698.74|0.00|395787.10||||0|2026-01-31
|0|2816489.94|991059.40|973104.12|0.00|93883.00||||0|2026-01-31
|2|4770621.95|3488551.71|3413344.35|0.00|153891.03||||0|2026-01-31
|1|483626.01|896176.14|865840.54|0.00|16120.87||||0|2026-01-31
|0|89009.81|7772.45|6770.86|0.00|2966.99||||0|2026-01-31
|1|1969740.40|579721.43|550322.66|0.00|65658.01||||0|2026-01-31
|1|10713304.00|213228.90|170432.43|0.00|345590.45||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|5004836.48|3007378.47|2939813.16|0.00|166827.88||||0|2026-01-31
|1|794912.49|126085.32|114221.06|1048.25|26497.08||||0|2026-01-31
|3|538211.46|1906.17|1906.17|0.00|17940.38||||0|2026-01-31
|1|148120.32|110774.16|108524.41|0.00|4937.34||||0|2026-01-31
|2|696739.87|453273.56|437067.29|0.00|23224.66||||0|2026-01-31
|1|756893.23|692040.94|683622.73|0.00|24415.91||||0|2026-01-31
|1|29895489.16|2998597.62|2886137.53|0.00|964370.62||||0|2026-01-31
|1|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|871108.77|512346.42|498789.89|0.00|29036.96||||0|2026-01-31
|1|40380145.08|3092006.43|2953370.94|0.00|1302585.33||||0|2026-01-31
|1|549223.05|917856.35|878917.66|0.00|18307.44||||0|2026-01-31
|1|135850.17|89301.47|87518.37|0.00|4528.34||||0|2026-01-31
|1|4812148.52|1317722.29|1254237.96|0.00|160404.95||||0|2026-01-31
|1|809028.61|842285.05|831273.18|0.00|26097.70||||0|2026-01-31
|1|4385720.08|4189189.16|4124378.18|804.48|141474.84||||0|2026-01-31
|0|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|5263481.27|3839901.70|3685854.58|0.00|175449.38||||0|2026-01-31
|1|459487.97|748322.08|719652.82|0.00|15316.27||||0|2026-01-31
|0|98089.45|22522.22|21344.91|0.00|3269.65||||0|2026-01-31
|1|92322.02|84068.04|78211.97|0.00|2978.13||||0|2026-01-31
|3|0.00|0.00|0.00|0.00|0.00||||0|2026-01-31
|1|409231.45|351865.07|346187.15|0.00|13641.05||||0|2026-01-31
|0|329099.41|26059.38|22109.90|0.00|10969.98||||0|2026-01-31
|1|2280936.57|2210420.18|2177600.46|0.00|73578.60||||0|2026-01-31
|1|418866.52|317895.02|312770.27|0.00|13511.82||||0|2026-01-31
|1|2441950.00|2199970.25|2154695.28|0.00|81398.33||||0|2026-01-31
|1|8025240.74|8694402.33|8583297.59|0.00|258878.73||||0|2026-01-31
|1|1381898.31|991016.91|962031.96|804.48|46063.28||||0|2026-01-31
|1|21248855.76|1599519.98|0.00|0.00|685446.96||||0|2026-01-31
|1|228256.61|169251.68|166529.55|0.00|7608.55||||0|2026-01-31
|1|0.00|144879.07|144879.08|0.00|0.00||||0|2026-01-31
|1|118896.92|75311.37|73140.16|0.00|3963.23||||0|2026-01-31
|2|683409.39|805040.05|788210.76|0.00|22045.46||||0|2026-01-31
|1|272452.59|271571.21|267862.72|0.00|8788.79||||0|2026-01-31
|1|1396095.95|401717.57|381205.82|0.00|46536.53||||0|2026-01-31
